ID,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBANICITY,ZIP_CODE,STATE
331783226,0,15JUL43,56.0,0,11.0,"$134,164",No,"$352,609",Yes,M,Bachelors,Professional,45,Private,"$37,200",1,Minivan,yes,$0,0.0,No,1,0.0,10.0,0,Highly Urban/ Urban,16831,IA
279799481,0,21FEB60,39.0,0,14.0,"$93,077",No,"$244,764",Yes,M,Bachelors,Professional,29,Commercial,"$24,480",14,Panel Truck,yes,$0,0.0,No,1,0.0,1.0,0,z_Highly Rural/ Rural,12298,GA
445227197,0,20DEC61,37.0,0,8.0,"$72,447",No,"$230,332",Yes,M,Masters,,32,Commercial,"$23,670",6,Panel Truck,yes,"$11,213",4.0,No,0,0.0,17.0,0,Highly Urban/ Urban,11519,ND
777634285,0,14JUL45,54.0,0,11.0,"$43,385",No,"$120,939",Yes,z_F,z_High School,z_Blue Collar,27,Commercial,"$29,370",6,Pickup,no,$0,0.0,No,0,0.0,10.0,0,z_Highly Rural/ Rural,14759,SD
712957573,0,03MAR43,56.0,0,10.0,"$31,093",No,"$143,407",Yes,M,Masters,Manager,19,Private,"$12,560",7,Minivan,no,$0,0.0,No,3,0.0,9.0,0,Highly Urban/ Urban,17427,IL
417704290,0,17JUL58,41.0,0,,"$74,187",No,$0,z_No,M,Bachelors,Professional,43,Private,"$16,360",1,Van,yes,$0,0.0,No,1,0.0,10.0,0,Highly Urban/ Urban,15547,MI
238903525,0,23JAN54,45.0,0,10.0,"$25,920",No,,Yes,M,z_High School,Clerical,41,Private,"$13,990",7,Minivan,no,$0,0.0,No,1,0.0,5.0,0,Highly Urban/ Urban,12315,AK
603345976,0,25MAR45,54.0,0,14.0,"$38,999",No,"$155,493",Yes,M,Bachelors,Professional,30,Commercial,"$26,150",7,Panel Truck,no,$0,0.0,No,1,0.0,9.0,0,Highly Urban/ Urban,17304,MD
46413377,0,29JAN50,49.0,0,11.0,"$124,114",No,$0,z_No,z_F,Masters,Manager,42,Private,"$21,930",10,z_SUV,no,$0,0.0,No,3,0.0,19.0,0,Highly Urban/ Urban,15995,HI
462700011,0,09MAR55,44.0,0,13.0,"$62,093",No,"$202,671",Yes,z_F,z_High School,Manager,9,Private,"$8,620",9,z_SUV,no,$0,0.0,No,2,0.0,1.0,0,Highly Urban/ Urban,15841,PA
164734443,0,23JUN62,37.0,0,14.0,"$61,517",No,"$204,018",Yes,z_F,Bachelors,Clerical,47,Private,"$17,240",4,z_SUV,no,$0,0.0,Yes,1,0.0,7.0,0,Highly Urban/ Urban,16786,KS
8467576,2,01DEC59,39.0,2,,"$21,891",No,"$167,752",Yes,M,<High School,z_Blue Collar,34,Commercial,"$15,110",1,Minivan,no,$0,0.0,No,0,5206.0,5.0,1,Highly Urban/ Urban,14729,IL
721468372,0,06FEB61,38.0,0,13.0,"$28,231",No,"$182,332",Yes,z_F,Bachelors,Home Maker,36,Private,"$8,120",1,z_SUV,no,$0,0.0,No,0,0.0,1.0,0,z_Highly Rural/ Rural,16748,ME
587383476,0,16JUL60,39.0,0,6.0,,No,,z_No,M,<High School,z_Blue Collar,44,Private,"$12,720",1,Minivan,no,$0,0.0,No,4,18960.0,1.0,1,Highly Urban/ Urban,10107,ME
233385530,0,27DEC59,39.0,0,9.0,"$61,567",No,"$218,824",z_No,z_F,z_High School,Manager,29,Private,"$13,640",14,Minivan,no,$0,0.0,No,2,0.0,1.0,0,Highly Urban/ Urban,12297,NM
720188280,1,15JUN39,60.0,1,14.0,"$54,458",No,"$229,652",Yes,M,z_High School,z_Blue Collar,33,Commercial,"$10,980",10,Pickup,no,$0,0.0,No,1,0.0,1.0,0,z_Highly Rural/ Rural,11930,MA
247789168,0,12OCT55,44.0,0,13.0,"$89,292",No,"$281,688",Yes,M,Masters,,15,Commercial,"$6,000",7,Pickup,no,"$6,637",2.0,No,3,0.0,16.0,0,Highly Urban/ Urban,10985,ME
299673154,0,22FEB63,36.0,0,11.0,"$100,788",No,"$300,113",Yes,z_F,Masters,,18,Commercial,"$36,970",9,Panel Truck,no,$0,0.0,No,6,0.0,18.0,0,Highly Urban/ Urban,17462,HI
457973804,0,18AUG46,53.0,0,16.0,"$20,618",No,$0,Yes,M,Bachelors,Student,28,Commercial,"$8,860",4,Pickup,no,$0,0.0,No,2,0.0,9.0,0,Highly Urban/ Urban,10847,MD
711018126,0,09MAY63,36.0,2,12.0,"$2,647",Yes,$0,z_No,M,<High School,Student,49,Private,"$15,340",1,Minivan,no,$0,0.0,No,0,0.0,6.0,0,z_Highly Rural/ Rural,16514,AK
655374127,0,06DEC49,49.0,0,13.0,"$35,867",No,"$149,919",z_No,z_F,z_High School,Clerical,46,Private,"$11,280",1,z_SUV,no,$0,0.0,No,0,0.0,6.0,0,z_Highly Rural/ Rural,14252,MN
148236937,0,14APR44,55.0,0,10.0,,No,$0,z_No,z_F,PhD,Home Maker,61,Private,"$17,720",1,Minivan,no,$0,0.0,No,0,3848.0,15.0,1,Highly Urban/ Urban,11483,MT
851781448,0,31DEC55,43.0,3,0.0,$0,No,$0,Yes,z_F,z_High School,Student,24,Commercial,"$5,800",13,Sports Car,no,"$8,566",2.0,No,6,1452.0,1.0,1,Highly Urban/ Urban,16899,CA
40478781,1,25NOV60,38.0,1,8.0,"$40,662",No,"$154,033",Yes,z_F,Bachelors,Clerical,29,Private,"$20,690",17,z_SUV,no,"$35,134",2.0,No,4,0.0,11.0,0,z_Highly Rural/ Rural,14011,SC
460636426,0,06JUN39,60.0,0,17.0,"$38,391",No,"$137,071",Yes,z_F,z_High School,z_Blue Collar,47,Commercial,"$5,340",6,z_SUV,no,"$7,108",2.0,No,3,3318.0,1.0,1,Highly Urban/ Urban,15966,AR
833422820,0,30NOV45,53.0,0,12.0,"$45,308",No,"$182,449",Yes,M,Bachelors,Professional,39,Commercial,"$21,980",1,Van,no,$0,0.0,No,0,0.0,11.0,0,Highly Urban/ Urban,14373,AL
380033719,0,25AUG61,38.0,0,11.0,,No,$0,z_No,M,z_High School,z_Blue Collar,5,Commercial,"$17,380",6,Van,yes,$0,0.0,No,1,4542.0,1.0,1,z_Highly Rural/ Rural,13176,AR
983800811,0,13MAY51,48.0,0,13.0,"$75,931",No,,Yes,M,Masters,Professional,26,Commercial,"$28,210",4,Panel Truck,yes,$0,0.0,No,0,0.0,10.0,0,Highly Urban/ Urban,17689,MO
143417539,0,06JUN47,52.0,0,14.0,"$84,091",No,"$268,669",Yes,M,PhD,Doctor,53,Private,"$15,110",4,Minivan,yes,"$6,466",2.0,No,0,0.0,,0,Highly Urban/ Urban,14912,TN
36324415,0,23DEC46,52.0,0,13.0,"$146,001",No,"$437,230",Yes,M,Masters,,19,Commercial,"$18,630",14,Van,no,$0,0.0,No,2,0.0,15.0,0,Highly Urban/ Urban,10586,FL
708767803,0,04NOV46,53.0,0,0.0,$0,No,$0,z_No,M,z_High School,Student,47,Commercial,"$30,050",14,Panel Truck,yes,$0,0.0,No,0,0.0,1.0,0,z_Highly Rural/ Rural,16323,IN
46601637,0,13NOV55,44.0,0,10.0,"$72,118",No,"$224,429",z_No,z_F,Bachelors,z_Blue Collar,41,Commercial,"$13,110",4,z_SUV,no,$0,0.0,No,0,0.0,7.0,0,z_Highly Rural/ Rural,16120,FL
950870120,0,11NOV41,58.0,0,,"$61,077",No,"$205,595",Yes,M,Bachelors,Professional,39,Commercial,"$30,050",3,Panel Truck,yes,$0,0.0,No,1,0.0,4.0,0,z_Highly Rural/ Rural,15320,PA
687551495,0,24JUN64,35.0,3,11.0,"$81,630",No,"$232,014",Yes,z_F,Bachelors,Professional,71,Private,"$32,210",1,z_SUV,no,$0,0.0,No,0,0.0,6.0,0,z_Highly Rural/ Rural,13565,CT
333567382,0,27APR48,51.0,0,8.0,,No,"$166,754",Yes,M,Bachelors,Manager,36,Commercial,"$8,100",3,Pickup,yes,$0,0.0,No,0,0.0,17.0,0,Highly Urban/ Urban,12120,WA
385591442,0,05OCT45,54.0,0,0.0,$0,No,"$110,051",Yes,z_F,Masters,Home Maker,55,Private,"$6,900",6,z_SUV,no,$0,0.0,No,0,0.0,12.0,0,Highly Urban/ Urban,16329,LA
21872625,0,29NOV25,73.0,3,,"$116,520",No,"$362,060",Yes,M,PhD,Doctor,5,Private,"$19,540",14,Minivan,no,$0,0.0,No,0,0.0,21.0,0,Highly Urban/ Urban,12037,WA
353160051,0,03JAN53,46.0,0,15.0,"$36,079",No,$0,z_No,M,z_High School,Clerical,44,Private,"$18,410",9,Van,no,$0,0.0,No,0,0.0,5.0,0,z_Highly Rural/ Rural,13723,GA
291000409,0,09JUL48,51.0,0,12.0,"$221,817",No,"$551,915",Yes,z_F,PhD,Doctor,23,Private,"$43,510",1,z_SUV,no,"$6,302",2.0,No,2,0.0,16.0,0,Highly Urban/ Urban,15251,MI
432497940,0,13AUG64,35.0,1,13.0,"$22,021",Yes,$0,z_No,z_F,z_High School,Clerical,10,Private,"$14,360",4,z_SUV,no,$0,0.0,No,1,8748.0,1.0,1,Highly Urban/ Urban,16548,MA
397105130,1,02APR63,36.0,2,14.0,"$112,555",No,"$323,999",Yes,M,Bachelors,z_Blue Collar,22,Commercial,"$4,560",7,Pickup,yes,$0,0.0,No,1,0.0,14.0,0,Highly Urban/ Urban,10870,LA
137130471,0,19SEP68,31.0,1,13.0,"$39,489",No,"$116,150",Yes,z_F,z_High School,Professional,60,Private,"$10,260",4,z_SUV,no,$0,0.0,No,0,0.0,1.0,0,z_Highly Rural/ Rural,11756,AZ
176836967,0,01MAY52,47.0,0,13.0,"$63,367",No,"$182,321",Yes,M,z_High School,Clerical,28,Private,"$14,460",10,Minivan,no,$0,0.0,No,0,0.0,,0,Highly Urban/ Urban,13719,NV
197692132,0,27MAR50,49.0,0,12.0,"$30,469",No,"$113,356",z_No,M,PhD,Doctor,49,Private,"$17,070",4,Minivan,no,$0,0.0,No,0,0.0,15.0,0,Highly Urban/ Urban,11752,NH
994354180,0,09AUG60,39.0,0,9.0,,No,"$118,758",Yes,M,z_High School,z_Blue Collar,67,Commercial,"$1,500",6,Minivan,yes,$0,0.0,No,1,0.0,8.0,0,z_Highly Rural/ Rural,16896,MO
290705511,2,16JAN38,61.0,2,13.0,"$48,734",No,"$207,509",Yes,z_F,z_High School,z_Blue Collar,49,Commercial,"$12,470",4,Sports Car,no,$0,0.0,No,5,0.0,1.0,0,z_Highly Rural/ Rural,10596,TX
264990259,0,03SEP42,57.0,1,14.0,"$18,775",No,"$182,712",Yes,z_F,Masters,Home Maker,68,Private,"$9,080",1,Sports Car,no,"$10,842",2.0,No,4,3965.0,14.0,1,z_Highly Rural/ Rural,11206,OH
865856699,0,25FEB36,63.0,1,12.0,"$32,901",Yes,$0,z_No,z_F,Masters,Manager,48,Private,"$20,490",7,Sports Car,no,$0,0.0,No,0,0.0,13.0,0,Highly Urban/ Urban,17713,VT
252778951,0,26FEB47,52.0,0,12.0,"$54,096",No,"$191,881",z_No,M,z_High School,z_Blue Collar,26,Commercial,"$28,200",6,Panel Truck,yes,$0,0.0,No,5,0.0,,0,Highly Urban/ Urban,14355,PA
959909655,0,30APR53,46.0,0,11.0,"$50,863",No,"$199,438",Yes,z_F,z_High School,Clerical,17,Commercial,"$18,920",11,Pickup,no,$0,0.0,No,1,0.0,8.0,0,Highly Urban/ Urban,16932,RI
195844612,0,27JUL63,36.0,0,11.0,$158,No,$0,Yes,M,z_High School,Student,33,Commercial,"$10,510",6,Pickup,yes,"$38,190",2.0,Yes,7,3535.0,12.0,1,Highly Urban/ Urban,11344,MA
877178697,0,19JAN59,40.0,0,6.0,"$38,416",No,"$127,952",Yes,z_F,z_High School,Home Maker,42,Private,"$5,500",1,Sports Car,no,$0,0.0,No,0,0.0,1.0,0,z_Highly Rural/ Rural,14368,PA
901132167,0,11JAN56,43.0,3,15.0,"$39,432",No,"$117,343",Yes,M,z_High School,z_Blue Collar,41,Commercial,"$9,740",1,Minivan,yes,"$6,324",3.0,No,3,0.0,6.0,0,Highly Urban/ Urban,10370,OR
341162899,0,02MAY56,43.0,0,0.0,$0,No,$0,z_No,M,z_High School,Student,14,Commercial,"$5,790",6,Pickup,yes,$0,0.0,No,0,0.0,1.0,0,Highly Urban/ Urban,15018,KY
890357692,0,24JUN55,44.0,0,11.0,"$134,672",No,"$336,381",z_No,z_F,Masters,Lawyer,28,Private,"$30,660",9,Minivan,no,$0,0.0,No,0,0.0,20.0,0,Highly Urban/ Urban,10563,AR
606036369,0,06SEP47,52.0,0,9.0,"$151,150",No,"$414,734",Yes,M,Masters,Manager,29,Private,"$23,490",10,Minivan,yes,$0,0.0,No,0,0.0,,0,Highly Urban/ Urban,10859,GA
624914462,0,30MAY72,27.0,0,9.0,"$81,474",No,$0,z_No,z_F,Bachelors,z_Blue Collar,39,Commercial,"$25,720",10,Pickup,no,"$6,985",3.0,No,3,0.0,13.0,0,Highly Urban/ Urban,15992,TN
779848572,0,03SEP44,55.0,0,12.0,"$26,088",No,$0,z_No,M,<High School,z_Blue Collar,40,Private,"$5,220",7,Pickup,yes,"$2,158",3.0,No,2,1646.0,6.0,1,Highly Urban/ Urban,10056,NY
113286747,0,11MAR46,53.0,0,13.0,"$97,531",No,"$301,461",Yes,M,Masters,,55,Commercial,"$25,350",13,Panel Truck,yes,"$5,477",1.0,No,0,0.0,19.0,0,Highly Urban/ Urban,12974,KY
346258674,0,24JUL68,31.0,1,0.0,$0,No,$0,Yes,z_F,z_High School,Student,46,Private,"$2,480",1,Sports Car,no,$0,0.0,No,0,0.0,1.0,0,Highly Urban/ Urban,11021,WY
624846910,0,06JAN53,46.0,0,11.0,"$45,045",No,"$159,854",Yes,M,z_High School,z_Blue Collar,35,Commercial,"$6,100",7,Minivan,yes,$0,0.0,No,0,0.0,9.0,0,z_Highly Rural/ Rural,10893,MI
122549723,0,25FEB46,53.0,0,15.0,"$106,622",No,"$334,528",Yes,z_F,Masters,Lawyer,31,Private,"$21,750",10,Minivan,no,$0,0.0,No,4,0.0,17.0,0,Highly Urban/ Urban,17705,VT
320270230,0,14DEC52,46.0,0,14.0,"$103,884",No,"$305,037",z_No,M,Masters,,47,Commercial,"$16,490",1,Van,yes,$0,0.0,No,0,0.0,14.0,0,Highly Urban/ Urban,13222,HI
931698859,0,20MAY51,48.0,0,11.0,,No,"$252,119",Yes,M,z_High School,z_Blue Collar,45,Commercial,"$18,370",4,Van,yes,$0,0.0,No,0,0.0,1.0,0,z_Highly Rural/ Rural,11524,MD
478553505,2,30JUL57,42.0,2,14.0,"$28,524",No,,Yes,z_F,z_High School,Home Maker,13,Private,"$9,480",4,z_SUV,no,$0,0.0,No,0,0.0,8.0,0,z_Highly Rural/ Rural,17512,MS
618365904,0,16OCT57,42.0,2,14.0,,No,"$289,626",Yes,M,PhD,Manager,25,Private,"$15,990",1,Minivan,yes,$0,0.0,No,0,0.0,14.0,0,Highly Urban/ Urban,10011,IA
56102366,0,27MAY47,52.0,0,13.0,"$101,282",No,,Yes,z_F,Masters,Manager,28,Private,"$10,160",11,z_SUV,no,$0,0.0,No,0,0.0,13.0,0,Highly Urban/ Urban,17734,UT
5941567,0,19APR45,54.0,0,,"$21,866",No,"$163,729",Yes,z_F,z_High School,Clerical,47,Private,"$18,200",1,Minivan,no,"$8,375",1.0,No,1,23304.0,10.0,1,Highly Urban/ Urban,10289,SC
547910569,0,31MAR41,58.0,4,16.0,"$46,214",No,"$241,259",Yes,M,z_High School,Clerical,34,Private,"$18,860",11,Van,yes,$0,0.0,No,0,0.0,12.0,0,Highly Urban/ Urban,14337,IL
547417844,0,02FEB51,48.0,0,12.0,"$13,023",No,"$154,122",Yes,z_F,<High School,Clerical,37,Private,"$9,550",1,Sports Car,no,"$7,000",1.0,No,1,5261.0,8.0,1,Highly Urban/ Urban,11449,AL
150966823,1,02JUN56,43.0,3,10.0,"$40,232",No,"$164,521",Yes,M,z_High School,Clerical,81,Commercial,"$5,520",4,Pickup,no,$0,0.0,No,0,0.0,,0,z_Highly Rural/ Rural,13379,ME
410879552,0,01MAR47,52.0,0,12.0,"$80,142",No,"$224,539",z_No,M,Bachelors,Professional,35,Commercial,"$23,750",7,Panel Truck,no,$0,0.0,No,3,0.0,,0,Highly Urban/ Urban,12720,AZ
167104722,0,14SEP63,36.0,1,9.0,"$72,167",Yes,$0,z_No,M,Bachelors,Professional,24,Commercial,"$18,550",1,Van,yes,$725,2.0,No,4,2265.0,14.0,1,Highly Urban/ Urban,10532,DE
69005880,0,21JAN64,35.0,3,13.0,"$1,344",No,,Yes,z_F,z_High School,Student,36,Commercial,"$14,960",4,z_SUV,no,"$8,206",1.0,No,2,0.0,6.0,0,Highly Urban/ Urban,15574,TX
392148754,0,12NOV57,42.0,0,13.0,"$56,746",No,"$176,509",z_No,M,z_High School,z_Blue Collar,26,Commercial,"$11,370",4,Pickup,no,"$17,393",1.0,Yes,3,0.0,8.0,0,Highly Urban/ Urban,17505,GA
195054268,2,28SEP58,41.0,2,13.0,"$34,056",No,"$122,908",Yes,z_F,z_High School,z_Blue Collar,29,Commercial,"$1,500",6,z_SUV,no,"$4,576",3.0,No,3,0.0,1.0,0,Highly Urban/ Urban,11203,IL
658501237,0,14SEP53,46.0,0,10.0,"$21,534",No,"$90,467",z_No,z_F,<High School,z_Blue Collar,27,Private,"$24,360",1,z_SUV,no,"$32,589",1.0,Yes,3,3265.0,1.0,1,Highly Urban/ Urban,14732,AR
594389933,0,20JUL61,38.0,4,14.0,"$40,248",No,"$166,402",Yes,M,z_High School,z_Blue Collar,42,Commercial,"$20,280",1,Van,no,"$4,162",3.0,No,7,5457.0,9.0,1,Highly Urban/ Urban,16764,IN
817050483,0,14NOV55,44.0,0,8.0,"$67,813",No,"$252,457",Yes,M,Bachelors,Professional,11,Private,"$16,480",13,Minivan,yes,$0,0.0,No,1,0.0,7.0,0,z_Highly Rural/ Rural,13657,NV
874308442,0,28APR71,28.0,1,10.0,"$16,045",Yes,$0,z_No,M,<High School,Clerical,42,Private,"$1,590",4,Minivan,yes,$0,0.0,No,1,0.0,5.0,0,z_Highly Rural/ Rural,13880,TN
790438694,0,24DEC52,46.0,0,9.0,"$59,838",No,"$192,061",Yes,M,Masters,Lawyer,58,Private,"$12,080",6,Pickup,no,"$1,982",1.0,No,4,0.0,12.0,0,Highly Urban/ Urban,11040,NC
945912532,0,23DEC48,50.0,0,13.0,"$35,097",No,"$159,912",z_No,z_F,<High School,Clerical,21,Private,"$15,690",1,Sports Car,no,$0,0.0,Yes,0,6228.0,1.0,1,Highly Urban/ Urban,14668,IL
448646758,0,21JAN48,51.0,0,10.0,"$117,809",No,$0,z_No,M,z_High School,Professional,68,Commercial,"$23,740",4,Panel Truck,yes,$0,0.0,No,2,0.0,8.0,0,z_Highly Rural/ Rural,16113,AL
191145980,0,09MAY49,50.0,0,11.0,"$29,944",No,"$160,062",Yes,z_F,<High School,Clerical,33,Private,"$15,070",13,z_SUV,no,$0,0.0,No,0,0.0,,0,Highly Urban/ Urban,11410,VA
956444913,0,21DEC53,45.0,0,13.0,"$59,958",No,$0,z_No,M,Masters,Lawyer,36,Private,"$6,000",21,Pickup,yes,$0,0.0,No,1,0.0,,0,z_Highly Rural/ Rural,10150,SD
452052599,0,10AUG42,57.0,0,13.0,"$196,889",No,"$484,353",z_No,M,Masters,Professional,42,Commercial,"$7,910",1,Minivan,yes,$0,0.0,Yes,5,0.0,15.0,0,Highly Urban/ Urban,13383,TN
130158352,1,05FEB58,41.0,2,13.0,"$58,963",No,"$214,655",Yes,M,Masters,Lawyer,25,Private,"$17,310",16,Van,no,"$6,412",1.0,No,1,0.0,11.0,0,Highly Urban/ Urban,13765,SD
193026223,0,27MAY44,55.0,0,13.0,"$234,568",No,"$553,501",Yes,z_F,PhD,Lawyer,54,Private,"$24,960",1,Van,no,"$7,642",2.0,No,0,0.0,,0,Highly Urban/ Urban,10542,FL
768528978,0,30APR55,44.0,0,8.0,,No,"$231,094",Yes,z_F,Masters,Lawyer,29,Private,"$18,890",1,Minivan,no,$0,0.0,No,0,0.0,21.0,0,Highly Urban/ Urban,13190,SD
100830732,0,08MAR57,42.0,2,13.0,"$7,313",No,"$94,969",Yes,z_F,Bachelors,Home Maker,25,Private,"$7,520",1,Sports Car,no,"$1,101",1.0,No,0,0.0,9.0,0,Highly Urban/ Urban,16781,AK
208315049,0,09JUL57,42.0,0,11.0,"$23,937",No,,Yes,z_F,z_High School,Professional,35,Private,"$10,840",4,Minivan,no,$0,0.0,No,3,0.0,9.0,0,Highly Urban/ Urban,11846,WV
843422840,0,02MAY53,46.0,0,6.0,"$140,113",No,"$363,845",Yes,M,Bachelors,z_Blue Collar,30,Commercial,"$22,780",21,Panel Truck,no,"$7,601",2.0,No,7,0.0,10.0,0,Highly Urban/ Urban,10789,OH
499001916,0,25MAR52,47.0,0,10.0,"$71,976",No,"$207,191",z_No,M,Bachelors,z_Blue Collar,21,Commercial,"$34,790",4,Panel Truck,yes,$0,0.0,No,3,0.0,11.0,0,Highly Urban/ Urban,13921,NM
346637435,0,12AUG60,39.0,0,8.0,"$28,924",No,"$140,957",Yes,M,<High School,Clerical,26,Commercial,"$28,000",7,Panel Truck,yes,$0,0.0,No,1,4685.0,6.0,1,Highly Urban/ Urban,15667,CO
151974498,0,10DEC61,37.0,3,14.0,"$40,924",Yes,"$203,314",z_No,M,z_High School,z_Blue Collar,12,Commercial,"$9,290",1,Pickup,yes,"$4,567",3.0,No,0,539.0,1.0,1,Highly Urban/ Urban,16041,VA
197563059,0,18NOV46,52.0,0,11.0,"$19,421",No,$0,z_No,z_F,<High School,Home Maker,50,Private,"$10,460",10,z_SUV,no,$0,0.0,No,0,0.0,1.0,0,Highly Urban/ Urban,16088,MD
154344467,0,22JUN52,47.0,0,11.0,"$125,125",No,"$335,460",Yes,z_F,PhD,Professional,12,Commercial,"$29,620",11,Pickup,no,"$10,321",1.0,No,4,0.0,17.0,0,Highly Urban/ Urban,13510,CT
923020250,0,20JUN46,53.0,0,0.0,$0,No,$0,z_No,M,z_High School,Student,43,Commercial,"$8,640",13,Pickup,yes,$0,0.0,Yes,0,0.0,1.0,0,Highly Urban/ Urban,15113,SD
1860885,0,21NOV49,49.0,0,12.0,,No,"$328,587",Yes,z_F,PhD,Doctor,37,Private,"$19,480",13,Pickup,no,$0,0.0,Yes,0,0.0,,0,Highly Urban/ Urban,17038,LA
573965811,0,07JUN57,42.0,3,15.0,"$74,549",Yes,$0,z_No,M,Masters,z_Blue Collar,62,Commercial,"$6,530",4,Pickup,yes,$0,0.0,No,0,0.0,7.0,0,z_Highly Rural/ Rural,13161,VT
356077226,0,21NOV55,43.0,0,11.0,"$75,232",No,$0,z_No,M,Bachelors,Manager,44,Private,"$15,800",10,Minivan,yes,$0,0.0,No,5,0.0,7.0,0,Highly Urban/ Urban,11907,WV
313335491,0,09SEP52,47.0,0,7.0,"$69,560",No,$0,z_No,M,z_High School,z_Blue Collar,33,Commercial,"$18,240",17,Van,yes,$0,0.0,No,0,0.0,1.0,0,z_Highly Rural/ Rural,12976,VT
24617929,0,29DEC60,38.0,0,14.0,"$57,936",No,"$203,583",Yes,M,Bachelors,Professional,32,Private,"$15,740",4,Minivan,yes,$0,0.0,No,0,0.0,11.0,0,Highly Urban/ Urban,13102,MI
42468696,0,29JUL44,55.0,0,12.0,"$58,163",No,"$223,080",Yes,M,Masters,Lawyer,53,Private,"$34,030",1,Minivan,yes,$0,0.0,No,2,0.0,16.0,0,Highly Urban/ Urban,10652,VT
860143895,0,03JUN57,42.0,0,12.0,"$91,845",No,"$261,848",Yes,z_F,Masters,Professional,41,Private,"$15,650",4,Minivan,no,$0,0.0,No,0,0.0,19.0,0,Highly Urban/ Urban,17641,AL
922562855,0,10OCT49,50.0,0,12.0,"$47,991",No,"$214,996",z_No,z_F,Bachelors,z_Blue Collar,53,Commercial,"$11,300",6,z_SUV,no,"$2,159",1.0,No,0,4696.0,9.0,1,Highly Urban/ Urban,15972,OK
420261410,0,14JUL57,42.0,0,10.0,"$41,293",No,$0,z_No,z_F,z_High School,Clerical,48,Private,"$5,700",10,z_SUV,no,$0,0.0,No,0,2355.0,8.0,1,Highly Urban/ Urban,17989,AR
908744588,1,16JAN54,45.0,2,9.0,"$19,917",Yes,"$102,059",z_No,z_F,<High School,Clerical,50,Private,"$9,550",1,z_SUV,no,$0,0.0,No,0,0.0,1.0,0,Highly Urban/ Urban,11625,NM
326120152,0,08NOV58,41.0,0,6.0,"$9,536",No,$0,z_No,M,<High School,z_Blue Collar,30,Private,"$6,550",4,Pickup,no,$0,0.0,No,0,3065.0,1.0,1,Highly Urban/ Urban,14843,KY
548310522,0,11JUN53,46.0,0,0.0,$0,No,,z_No,z_F,z_High School,Home Maker,19,Private,"$6,990",1,z_SUV,no,$0,0.0,No,3,0.0,9.0,0,Highly Urban/ Urban,10473,TX
20341236,0,11AUG65,34.0,1,11.0,"$44,572",Yes,,z_No,z_F,z_High School,z_Blue Collar,52,Commercial,"$9,360",4,z_SUV,no,$0,0.0,Yes,0,0.0,1.0,0,Highly Urban/ Urban,17484,TN
63720055,0,09SEP53,46.0,0,8.0,"$102,092",No,$0,z_No,M,Masters,Lawyer,25,Private,"$1,500",9,Minivan,yes,"$2,619",2.0,No,2,0.0,8.0,0,Highly Urban/ Urban,14256,WI
809622353,0,19JUL39,60.0,0,13.0,"$38,395",No,$0,z_No,M,Bachelors,Professional,17,Private,"$12,520",3,z_SUV,yes,"$20,667",2.0,Yes,1,0.0,13.0,0,Highly Urban/ Urban,17709,OH
349451600,0,25APR53,46.0,0,7.0,"$50,252",No,"$182,910",Yes,M,Masters,,63,Commercial,"$18,050",7,Van,yes,"$9,351",2.0,No,5,32203.0,1.0,1,Highly Urban/ Urban,13522,MO
762044376,1,11SEP57,42.0,1,12.0,"$14,705",Yes,"$97,885",z_No,z_F,z_High School,Home Maker,45,Private,"$11,020",4,z_SUV,no,$0,0.0,No,0,1280.0,5.0,1,Highly Urban/ Urban,15029,OR
359736972,0,18APR42,57.0,0,8.0,"$81,767",No,"$308,350",Yes,z_F,z_High School,z_Blue Collar,30,Commercial,"$15,570",4,z_SUV,no,"$4,734",2.0,No,7,3007.0,7.0,1,Highly Urban/ Urban,13427,OK
43203770,0,08JUN49,50.0,0,0.0,$0,No,"$88,189",Yes,z_F,Bachelors,Home Maker,44,Private,"$8,370",7,Sports Car,no,"$4,123",3.0,No,0,0.0,1.0,0,Highly Urban/ Urban,17394,VA
257138944,0,30MAY74,25.0,1,9.0,"$71,207",No,"$202,437",Yes,M,Bachelors,Professional,19,Commercial,"$23,910",7,Panel Truck,yes,$548,2.0,No,7,4539.0,12.0,1,Highly Urban/ Urban,17508,AL
867943520,0,14AUG59,40.0,1,13.0,"$113,747",No,"$271,639",Yes,z_F,Masters,,19,Commercial,"$18,080",7,Pickup,no,$0,0.0,No,0,0.0,13.0,0,Highly Urban/ Urban,14487,DE
79268082,0,18MAY46,53.0,0,15.0,"$186,173",No,,Yes,z_F,Masters,Lawyer,11,Private,"$25,420",7,Minivan,no,$0,0.0,No,0,0.0,14.0,0,Highly Urban/ Urban,13888,NJ
586286532,0,16MAY50,49.0,0,12.0,"$113,801",No,"$354,048",Yes,M,PhD,,30,Commercial,"$9,020",1,Pickup,no,$0,0.0,No,1,0.0,13.0,0,Highly Urban/ Urban,11133,AZ
